업체코드,종목코드,종목명,업체명,법인번호,사업자번호,설립일,상장일,상장폐지일,시장구분,결산월,기업규모,주식업종,소속기업집단,NICS산업분류,표준산업대분류,표준산업중분류,코스피구분,상폐사유,상폐사유요약,연도,01_총자본증가율,02_영업이익증가율,03_순이익증가율,04_자기자본증가율,05_매출액증가율,06_종업원수증가율,07_매출액총이익율,08_매출액영업이익율,09_매출액순이익율,10_총자산영업이익율,11_총자산순이익율,12_자기자본영업이익율,13_자기자본순이익율,14_금융비용부담율,15_수지비율,16_사내유보대자기자본비율,17_총자본회전율,18_자기자본회전율,19_타인자본회전율,20_유동자산회전율,21_당좌자산회전율,22_재고자산회전율,23_매출채권회전율,24_순운전자본회전율,26_종업원1인당부가가치,27_노동장비율,28_기계장비율,29_자본집약도,30_총자본투자효율,31_설비투자효율,32_1주당매출액,33_주당순이익,34_주당현금흐름,35_주당순자산가치,36_유보율,37_자기자본구성비율,38_유동비율,39_당좌비율,40_현금비율,41_재고자산대순운전자본비율,42_매출채권대매입채무비율,43_부채비율,44_이자보상비율,45_Cashflow대부채비율,46_Cashflow대차입금비율,47_Cashflow대총자본비율,48_Cashflow대매출액비율,49_기계투자효율,50_부가가치율,51_노동소득분배율,52_자산총계
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2016,-0.6066709,-7.3063653,-147.3564969,-60.67,-0.3022166,-0.4876847,1.77,-35.33,-66.93,-0.1726918,-0.3271589,-0.4889598,-92.63,4.39,183.36,-9.84,0.49,1.38,0.7557433,0.0,169.2784001,5.42,1.64,-6.05,,"207,379,080.","6,742,390.","644,778.23",,,968.2481145,-613.646036,-293.4384936,394.9673602,-21.01,37.02,161.56,138.25,71.28,37.87,156.93,170.13,-8.04,-90.55,-551.89,-56.67,-62.71,,,,"105,441,925,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2017,0.2159725,1.2147376,0.7740697,21.6,0.5275161,-0.0192308,21.12,4.97,-9.9,0.0578712,-0.1153494,0.1678473,-33.46,2.08,109.45,-6.31,1.17,3.38,1.7784444,0.0,73.8273452,18.78,3.0,4.17,,"5,038,510.","3,617,980.","452,674.75",,,1394.5547966,-138.0356339,-282.4305196,418.9656652,-16.21,32.64,134.85,132.9,13.91,5.59,282.46,206.41,2.39,-16.08,-29.11,-10.8,-26.03,,,,"38,865,597,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2018,0.6381472,-0.0132896,-0.7448371,63.81,-0.298985,0.0196078,33.43,6.99,-24.64,0.0411824,-0.1451544,0.1144052,-40.32,14.56,119.29,0.11,.59,1.64,0.9204735,0.0,87.5119173,32.79,1.97,2.54,,"2,616,380.","919,810.","601,976.6",,,752.0156315,-184.716372,3.4955587,501.3925172,.28,38.41,137.54,134.05,16.28,9.3,251.03,160.34,.48,-19.4,-33.64,-11.43,-65.51,,,,"53,605,630,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2019,0.7604136,0.209723,-0.2018624,76.04,-0.0097396,0.125,38.57,8.54,-29.9,0.0447769,-0.1567984,0.0807428,-28.27,6.6,118.3,-2.54,.52,0.95,1.1771474,0.0,79.1649375,14.7,1.82,1.46,,"3,330,170.","633,190.","556,568.55",,,463.5852147,-138.4970779,-36.9180939,483.4138288,-3.32,74.15,299.46,279.07,28.87,10.22,352.21,34.87,1.29,-143.63,-773.24,-23.44,-164.56,,,,"74,611,679,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2020,-0.1030264,-2.1530132,0.2974041,-10.3,-0.2189516,-0.2136752,33.63,-12.61,-26.9,-0.0583809,-0.1245745,-0.0769549,-16.42,3.02,119.12,-17.08,.46,0.61,1.9187051,0.0,110.8009854,10.54,1.34,1.01,,"8,160,100.","1,004,990.","614,379.38",,,274.1490385,-73.7074961,10.4243179,410.0709667,-17.99,77.87,301.18,283.86,20.03,8.61,413.84,28.41,-4.17,-65.68,-256.06,-12.41,-122.09,,,,"68,044,383,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2021,,,,,,,25.4,-8.6,-43.65,,,,-42.21,1.66,140.2,60.26,.69,,,0.0,75.9749011,,,1.56,,"5,697,200.","529,890.",,,,,,,,"2,194.65",63.6,,,20.48,11.12,489.31,,,-206.4,-654.23,-48.98,-382.98,,,,"58,111,687,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2022,,,,,,,14.54,-756.17,"-2,640.78",,,,-41.27,116.07,193.21,73.31,.01,,,0.0150005487,0.0150005487,,,.02,,"37,187,190.","488,810.",,,,,,,,"1,286.7",75.93,,,6.09,.,"1,137.61",,,-157.48,-379.17,-37.91,"-2,603.6",,,,"50,245,047,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2023,,,,,,,,,,,,,-62.02,,455.9,65.44,.,,,0.0,0.0,,,.,,"22,962,830.",.,,,,,,,,995.82,66.59,,,7.95,.,,,,-181.73,"-24,605.89",-60.71,,,,,"13,995,853,000."
N001097,A039230,에이아이비트,제이앤케이인더스트리(주),110111-1284259,119-81-21292,1996-06-19,2000-06-22,2021-10-06,외감,12.0,중소기업,,,N45301.반도체 및 반도체장비,C00000.제조업(10~34),"C27000.의료, 정밀, 광학 기기 및 시계 제조업",코스닥,감사의견 거절(감사범위 제한),감사의견거절,2024,,,,,,,,,,,,,-169.77,,"7,466.3",17.1,.,,,0.0,0.0,,,.,,,,,,,,,,,65.96,21.25,,,.77,.,,,,-305.45,,-240.55,,,,,"3,548,285,000."
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2014,0.0408701,-0.612271,1.6172805,4.09,0.2919149,1.2,,,,-0.1212825,0.0363834,-0.1294479,,,,,,0.24,3.5230331,,,2.54,4.84,,,,,"867,187.",,,,12.7570038,,335.0884421,,,868.09,628.66,,,,8.23,-694.85,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N103728,A039530,씨앤케이인터,(주)씨앤케이인터내셔널,110111-0676811,211-86-06874,1990-02-19,2000-03-21,2015-05-19,폐업,12.0,중소기업,,씨앤케이인터내셔널,N15104.금속과 채광,C00000.제조업(10~34),C24000.1차 금속 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2014,,,,,,,30.2,1.27,-0.24,0.0035891,-0.0006797,0.0170839,-.22,3.16,100.22,4.0,.3,0.91,0.3567519,0.0,410.2372322,17.69,0.8,-4.05,,"64,178,690.","1,090.","200,796.77",,,165.7316862,-0.4056436,8.3253851,635.3519805,13.85,32.91,82.99,79.1,15.12,,793.78,203.85,.4,,,,,,,,"19,652,168,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2015,-0.4809146,-80.7125188,-839.2531424,-48.09,2.0828269,-0.0104167,20.95,-32.93,-65.74,-0.3376952,-0.6740724,-1.2208969,-243.7,2.47,165.2,-46.6,1.03,3.71,1.4175065,0.0,77.0252981,86.77,2.41,-16.93,,"63,874,890.","1,090.","176,839.48",,,1231.8227156,-809.7458962,-504.3081043,156.0866838,-68.76,21.16,91.8,90.79,15.92,,"1,070.59",372.68,-13.34,-108.44,-313.93,-83.29,-74.24,,,,"17,337,510,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2016,2.8793517,0.0985617,0.5621474,287.94,-0.0362848,0.0526316,16.35,-30.8,-29.87,-0.2505601,-0.2429324,-0.6600795,-64.0,1.89,128.83,17.06,0.81,2.14,1.3110747,0.0,154.2206743,230.71,2.42,69.85,,"69,247,370.","29,250.","195,118.61",,,977.4741976,-291.9342403,-71.3710726,777.7070707,55.58,47.73,111.19,110.57,87.03,5.56,744.45,109.51,-16.32,-32.57,-78.63,-16.48,-26.28,,,,"14,000,318,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2017,0.5294148,1.0650164,0.8903084,52.94,0.0403063,-0.14,32.85,1.93,-3.15,0.0118021,-0.0193056,0.0213404,-3.49,2.37,102.92,30.36,0.61,1.11,1.3715843,0.0,124.4881949,338.52,3.0,5.3,,"94,776,720.","59,100.","311,257.3",,,979.3640328,-28.6849255,-141.2890365,990.428945,98.12,61.7,167.48,166.99,78.22,.73,533.79,62.06,.81,-3.41,-7.67,-1.28,-2.29,,,,"24,072,752,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2018,0.8065832,-25.6372926,-17.3638156,80.66,0.4691968,0.1162791,14.92,-32.28,-39.36,-0.1218285,-0.1485398,-0.3098218,-37.78,8.36,126.47,16.88,.38,0.96,0.6219242,0.0,33.2908936,10.98,5.21,-13.95,,"95,097,510.","1,846,080.","589,657.7",,,980.8737128,-381.8473637,-712.2049667,1031.7927461,106.38,32.75,86.22,79.22,6.29,,278.63,205.37,-3.86,-30.64,-34.12,-22.54,-133.27,,,,"28,479,809,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2019,-0.4650091,0.2306314,-3.3455386,-46.5,-0.5003005,-0.0104167,9.4,-49.71,-342.3,-0.0701002,-0.4827503,-0.2412462,-166.14,36.27,358.4,-18.33,.14,0.49,0.1987956,0.0,55.0539414,3.41,2.24,-2.08,,"107,873,930.","3,299,560.","786,248.73",,,323.0493456,-1111.8794986,-391.7036963,283.4520512,-43.3,24.0,93.9,88.42,1.76,,206.2,316.62,-1.37,-83.71,-137.52,-66.29,-357.29,,,,"96,948,891,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2020,-1.371693,0.0027457,0.4183321,,0.0456085,-0.1473684,6.48,-47.41,-190.42,-0.1358471,-0.5456609,-1.0986363,,16.93,206.59,-233.35,.29,,0.3269865,0.0,478.4991853,8.86,2.26,-1.39,,"118,711,170.","2,967,100.","497,232.4",,,205.6717824,-392.9502152,-7.802733,-105.3571322,-121.06,,14.94,14.19,1.93,,"2,614.06",,-2.8,-90.52,-308.61,-131.07,-164.75,,,,"70,761,830,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2021,-1.9820907,0.4099157,1.1695755,,-0.1941728,-0.1111111,5.86,-34.71,40.07,-0.2225127,0.2568481,61.1893441,,2.63,83.28,10.4,.64,,0.63865,0.0,122.2605692,111.71,2.13,-3.17,,"65,843,960.","2,328,980.","214,412.6",,,372.4208556,149.2350789,-233.4926334,673.3326636,35.11,39.88,620.04,617.05,540.21,.57,"1,534.42",150.78,-13.21,46.95,100.93,28.63,44.05,,,,"15,543,122,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2022,-0.217826,0.6086782,-1.3390057,-21.78,-0.0794126,-0.2083333,9.89,-14.76,-14.76,-0.1059065,-0.1059051,-0.2450123,-24.5,.99,114.58,2.66,.72,1.66,1.2640976,0.0,198.637929,195.49,2.17,1.46,,"13,127,770.","1,678,980.","222,338.97",,,974.6696963,-146.9483602,-525.2795024,526.4579498,5.78,48.43,493.15,488.79,224.58,1.11,"1,916.16",106.5,-14.91,-19.3,-23.65,-9.96,-10.87,,,,"15,548,644,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2023,,,,,,,10.42,-14.33,2.85,,,,4.96,.6,97.58,6.13,.94,,,2.801891768,2.868008821,,,2.9,,"7,502,940.","525,360.",,,,,,,,11.13,60.91,,,18.06,3.7,"2,547.88",,,17.29,24.33,6.76,6.53,,,,"10,014,351,000."
N144523,A039670,스포츠서울,(주)스포츠서울,110111-1840928,104-81-48945,1999-12-30,2004-01-16,2022-04-20,외감,3.0,중소기업,,서울에스티비홀딩스,N25401.미디어,J00000.정보통신업(58~63),J58000.출판업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2024,,,,,,,1.4,-27.53,-67.91,,,,-180.01,.65,167.55,-81.08,1.28,,,2.940206056,2.962095735,,,9.95,,"5,711,860.","1,360.",,,,,,,,-76.51,23.89,,,4.82,,716.81,,,-160.2,-307.83,-121.93,-65.19,,,,"4,346,275,000."
N520365,A039790,위노바,(주)위노바,134111-0046313,134-81-32798,1995-05-18,2000-07-25,2018-03-09,외감,12.0,중소기업,,,N15101.화학,C00000.제조업(10~34),C20000.화학 물질 및 화학제품 제조업,코스닥,기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정,기업의계속성_경영의투명성종합판단,2014,-0.3962089,0.2799131,0.1345053,-39.62,-0.2215097,,13.8,-30.76,-68.2,-0.1257146,-0.2787471,-0.2421983,-53.7,4.5,139.86,-4.64,.41,0.79,0.8497796,0.733076741,0.790178183,3.77,1.4,3.47,,"112,360,260.","19,019,630.","558,777.94",,,313.3927963,-223.6393879,-64.1476643,316.7547646,-6.32,45.32,102.77,92.47,3.76,372.02,135.95,120.63,-6.84,-59.16,-105.49,-31.89,-91.66,,,,"36,798,030,000."
